CHR	START	STOP	GENE	PGXt6.best.score.totallist	PGXt31.best.score.totallist	PGXt13.best.score.totallist	PGXt9.best.score.totallist	PGXt14.best.score.totallist	PGXt24.best.score.totallist	PGXt17.best.score.totallist	PGXt27.best.score.totallist	PGXt2.best.score.totallist	PGXt32.best.score.totallist	PGXt37.best.score.totallist	PGXt39.best.score.totallist	PGXt4.best.score.totallist	PGXt34.best.score.totallist	PGXt15.best.score.totallist	PGXt22.best.score.totallist	PGXt21.best.score.totallist	PGXt28.best.score.totallist	PGXt18.best.score.totallist	PGXt16.best.score.totallist	PGXt38.best.score.totallist	PGXt36.best.score.totallist	PGXt10.best.score.totallist	PGXt7.best.score.totallist	PGXt25.best.score.totallist	PGXt20.best.score.totallist	PGXt40.best.score.totallist	PGXt19.best.score.totallist	PGXt5.best.score.totallist	PGXt35.best.score.totallist	PGXt30.best.score.totallist	PGXt8.best.score.totallist	PGXt26.best.score.totallist	PGXt12.best.score.totallist	PGXt3.best.score.totallist
chr10	94842931	94843033	CYP2C19	0.0257884628130376	0.0256081887654286	0.0251688864764402	0.0246512078587056	0.0258090288292063	0.0238559722886292	0.0247234201882283	0.0256010032156909	0.0258432444276484	0.0248916242692417	0.0248375378867742	0.0241666019180769	0.0250504280293661	0.0283276289260709	0.0246397301379816	0.024697277161919	0.0227102673111125	0.025084767477337	0.0257045251292658	0.0251738993896567	0.0244602101646546	0.0208107955277588	0.0261204557581352	0.0248070290658679	0.0256822291897158	0.0225651119109613	0.024252878584778	0.0259676102191667	0.024837391103397	0.0291960414215301	0.0255250903866598	0.0243224440318939	0.0253765062456447	0.0258081428625429	0.0253267142403458
chr10	94849952	94850054	CYP2C19	0.0224130789334606	0.0215164805142179	0.0203712509756903	0.0193431851351335	0.0216496918056686	0.0199467618647496	0.0198434979967476	0.0219057950282053	0.0212774789552051	0.019441305615656	0.0185377074739704	0.0184288351181601	0.0198954845856728	0.0224292080546006	0.020203963910832	0.0194567113377994	0.0198108895335756	0.0213516065194212	0.0218645633066679	0.0203931260716832	0.020040919470323	0.0174406831064338	0.0209821611172942	0.019408433550241	0.0218775843371056	0.02010769819955	0.0184832386938568	0.0212922148813484	0.0201038849670476	0.0225359998772722	0.021411309401316	0.0201536250053821	0.0218726767653947	0.0224320654351718	0.0202264801054171
chr10	94852639	94852767	CYP2C19	0.0275934719420966	0.0261035310209113	0.0254437387084715	0.024009931348192	0.0270991718735476	0.0252178524596488	0.0241063989740353	0.0262984857810031	0.0264550652563789	0.0251877948695844	0.0251255510831497	0.0256684612727432	0.0253124970263292	0.028687098166108	0.0246653768926402	0.02529885000492	0.024926256505452	0.0262848043058584	0.0263827890391161	0.0253483978487678	0.0244623407047999	0.0202489160184185	0.0247881269338914	0.025432990768991	0.0263649164927379	0.024954796113086	0.0256809870488642	0.0250129549796707	0.0241757499265411	0.028892938480201	0.0258919836511228	0.0248654825096411	0.0257479299023369	0.0274868222351557	0.0252873590233142
chr10	94852900	94853002	CYP2C19	0.0264309429114776	0.0239222301287788	0.023418356846543	0.0227432130259231	0.0263870172402504	0.0258854141468838	0.0225963133885633	0.0242863406890826	0.0248717098386809	0.0245865819628347	0.0234254654446872	0.0237737293055516	0.0234194762988162	0.0264946868723856	0.0231819324760419	0.0244478064027503	0.0250420268111882	0.0243177023884953	0.0248811049954663	0.0234915285956697	0.0235232282054437	0.0210388930134078	0.0242463224659468	0.0244819576662723	0.0244885338163089	0.024960251944631	0.0237141017843535	0.0244377887532617	0.0224256796930079	0.0264435712649263	0.0240752426997963	0.0227950529529253	0.0244761929715565	0.0262244646106267	0.0231880823663245
chr10	94938662	94938838	CYP2C9	0.0280432275309268	0.0261136052461136	0.0283157208670928	0.027131552521699	0.0278644619938239	0.027664801133421	0.0278388408826549	0.026733762219915	0.02682613991531	0.0272200865022201	0.0278174929360894	0.0275688828910672	0.0283158405898667	0.0301650758124012	0.0242997643122091	0.0267658017784835	0.0277305667654048	0.0267826793754207	0.026938579870622	0.0281575844638149	0.0252275976209697	0.0228923525841333	0.027396426586362	0.0269765552674384	0.0268575646981954	0.0272138204223273	0.0275667018449384	0.027907320343098	0.0272162308937012	0.0302788795935831	0.0269650707424396	0.0263858250855897	0.0268638640729984	0.0279430215806809	0.0280412554309413
chr10	94941857	94941959	CYP2C9	0.0285138070291873	0.0281679059865143	0.0270828420178688	0.0267508624715742	0.0284740585720345	0.026195170442442	0.0256284671329555	0.0279084359539914	0.0284618752558075	0.0271055271954182	0.0271678781621397	0.0264406580749003	0.0269666151739642	0.0304455133882831	0.0279109396136725	0.0271343299725558	0.0245777114902061	0.0277554943692944	0.0284774837401705	0.0267942288341926	0.0274879904285618	0.0238117816222734	0.0272466811356609	0.0271312131344562	0.0283975937359821	0.02503034992407	0.0267495954535699	0.027481562992461	0.0265213979459279	0.0310759542965936	0.0281300513747688	0.0268872110111664	0.028252253736507	0.0284000146087806	0.0265626804074605
chr10	94941963	94942065	CYP2C9	0.0256760841561115	0.0258169440749894	0.0269242984868764	0.0265119454102731	0.0257135759420144	0.0245199103163556	0.0258534597425584	0.02562956747422	0.0260092939393414	0.0258556259613532	0.0264042736622215	0.0260207536339536	0.027009455028992	0.0289411854156517	0.0254109715949084	0.0260699021237559	0.023776371182345	0.0254771161624118	0.0260137434702432	0.0268885870970281	0.024811646669005	0.0225739144549105	0.026741383000424	0.0260014669982038	0.0258529346363611	0.0239296574072532	0.0262755807337017	0.0269388616553081	0.0265443157772863	0.029526177287365	0.0256355062153573	0.0264195696560578	0.0258310902081751	0.0256175440051539	0.0268516443248322
chr10	94942189	94942296	CYP2C9	0.0272498132076182	0.0281685376183068	0.0300674119688186	0.0298626966316863	0.0273638346662569	0.0243589396572463	0.0288277915058011	0.0271364072480824	0.028147767213369	0.0257684345066827	0.0283452581382917	0.0275415906530728	0.0297493228884438	0.0328565473422808	0.0293516864539163	0.0260922732472194	0.0231104803860694	0.0274142371465986	0.0281729982296115	0.0296376654553215	0.0292699561410095	0.0254973213003368	0.028412878070976	0.0261730641957201	0.0278300639873302	0.0232684197331426	0.027256958328954	0.0283726790158232	0.0299091040310693	0.0321778512124001	0.0282133413168911	0.0298464506934937	0.0281303001102986	0.0272886411024903	0.0298989107847956
chr10	94942307	94942409	CYP2C9	0.0250626485123145	0.0255632727792832	0.0268088739870628	0.026305881882121	0.0250770218348338	0.0227369139448646	0.0248308543757115	0.0252510806477743	0.0257760034055315	0.0241035996687933	0.0257009174203819	0.02494299782071	0.0266905541581612	0.02977370790927	0.0261024729746073	0.0240437941524177	0.0210070825922841	0.0250269950262932	0.0257668785523979	0.0268070532227334	0.0258744530122338	0.0219926842385536	0.0256457437206348	0.0241655034295602	0.0256931926828141	0.0213498509139605	0.0248715963039877	0.0254151039293743	0.0264633745419003	0.0295890658677	0.0257677073719175	0.0265611612750948	0.0256429551769007	0.025055842060154	0.026535665686385
chr10	94947690	94947792	CYP2C9	0.0556167171571085	0.0610914339706592	0.0609418592630054	0.0620972207688987	0.0546183195480126	0.050355990466646	0.0619624305630134	0.0620956680292599	0.0590545046523152	0.0557227593253522	0.0619067923060898	0.0619756692603797	0.0610104715700838	0.0570011000539173	0.0672319904323484	0.0441998721510544	0.0532851090875872	0.0620955428940846	0.0619986383561254	0.0610330199703807	0.0680500846652457	0.0664386902594516	0.0554239357971606	0.0557947550182964	0.0621167819960388	0.0534602706546173	0.061537396704294	0.0554588184131305	0.0619951022679347	0.0557588174472024	0.0617230969570032	0.0621141100776058	0.062123451262598	0.0558912025320014	0.0614862204664736
chr10	94947868	94947970	CYP2C9	0.0237393407600122	0.0270392340080714	0.0294901508867457	0.0294504148721327	0.0239382977106483	0.0211090476466399	0.029484621003807	0.0271894956004367	0.0258653149084693	0.0244250231626631	0.0280080835544862	0.0284415238894269	0.0295462072106309	0.0273467547316647	0.0322173983562303	0.0244679937250287	0.0219357825101575	0.0265997106849368	0.0274929007150737	0.0289830541611755	0.0322061720238036	0.031073515872525	0.026293774260853	0.0244697359100345	0.0275165389229346	0.021754259359445	0.0283829917699637	0.0263381009367326	0.0294782766687854	0.0253396869341849	0.0261442826390556	0.0295389565037833	0.0266428727223759	0.0241972565899232	0.0294206632497494
chr10	94949091	94949193	CYP2C9	0.0470962685530902	0.0599250692772279	0.0626729510988147	0.0626207424182827	0.0472558908884536	0.0333676169732833	0.0626392486014696	0.0598645239800616	0.0585697952995446	0.0496658537270242	0.0624299271837455	0.0627627138609484	0.0623465985243911	0.0588342888659673	0.0729157504177502	0.0492596734022741	0.0350243933687232	0.0598120043715326	0.0603637344132493	0.062080871751579	0.0726499846393186	0.0663316985222079	0.0489744829120373	0.0495837146047612	0.0603610889908017	0.0350323402551369	0.0626297575537069	0.0491159285783359	0.0626684278992545	0.0561836205742381	0.0595575323454356	0.0626695623495566	0.060238676707337	0.0470212404894686	0.0625277239763269
chr10	94949211	94949313	CYP2C9	0.0273672978435672	0.030787175062883	0.0333919067739735	0.0333834509404828	0.0277883636756035	0.0266660057983819	0.0332601679683864	0.0315444290420355	0.0307617731790481	0.0299361849274989	0.0335682373654238	0.0341525026435598	0.0333012912158354	0.0301275713522309	0.0371129450030382	0.0293930821502198	0.027280318471534	0.0314413044249286	0.0320123160898483	0.032604745401188	0.0372408095904868	0.0365304177055632	0.0291929337746086	0.0299311134666926	0.03201223483621	0.0274140292827365	0.0336181250107903	0.0292765481180341	0.0331902097524662	0.0285565874191138	0.0308440637889264	0.0331737559476439	0.0317132011875598	0.0276904663394922	0.0334282981903564
chr10	94972106	94972229	CYP2C9	0.0264170102293676	0.0261115995929843	0.0255915594917833	0.025044848342162	0.0264064681453533	0.0257424010636443	0.0249527544770302	0.0259170684566072	0.0259211349631629	0.0258578294529806	0.0252216314644122	0.0240902571780725	0.0252052160281125	0.0271676542481488	0.0253283967412993	0.0258038608583749	0.025009081869883	0.0251442877908749	0.0262464850307409	0.0252192076659765	0.0250908683932778	0.0233202287725005	0.027136517394742	0.0252771125943473	0.0261249337894387	0.0250230951533636	0.0242865901954793	0.0269643060714698	0.0252963020564737	0.0274915640994671	0.0259012058358855	0.024782419243501	0.0257095916338107	0.0267635194876104	0.0247952016057861
chr10	94981098	94981200	CYP2C9	0.0224119640826625	0.0202459307732833	0.0237626984981112	0.0228673321005782	0.0223693097049014	0.0231934617186294	0.0230568712347919	0.0207092162226931	0.0210558804461082	0.0220444332779268	0.0217632429865653	0.0210582564890725	0.0237385216446313	0.0250980139223274	0.0192550760408544	0.0220264892273086	0.0223518424899956	0.0205121632288065	0.0210663357774195	0.0236328085102236	0.0191946150906565	0.0182766938503453	0.0247280880254781	0.0219439838254957	0.0204608684806111	0.0225645833969562	0.0209350926397061	0.0245937482944865	0.0229666456645966	0.0251018999257662	0.0210508485635883	0.0230566609068938	0.020909905131246	0.0223346285835573	0.0236568383084275
chr10	94981221	94981323	CYP2C9	0.025731630700423	0.0245078418888888	0.0254415131441206	0.0251990069155701	0.025810977981083	0.0245531198806524	0.0241011464309209	0.0245470839259312	0.0250363456006474	0.024409645060081	0.0246596858792139	0.0237339898452684	0.0251734254435363	0.0289303737380737	0.024493942163001	0.0243331813300916	0.0233296141886496	0.0242101141363274	0.0250317667265287	0.0249677930137068	0.0242208688283289	0.0209669041299985	0.0257591491527605	0.0243572076320967	0.0249404156188259	0.0233986835266809	0.0238535717753382	0.025999740264888	0.0247579537790545	0.0289483773272961	0.0249536346056	0.0246529114057856	0.0245970465826567	0.0257422249889832	0.0252271865434681
chr10	94981368	94981471	CYP2C9	0.0246558591125506	0.0212446452650148	0.0262997799185778	0.025775970764259	0.0249645989429071	0.0266710743401401	0.0255216269851792	0.0210771348609208	0.0216745947790633	0.0265846144533249	0.0255240458319979	0.0252825153387576	0.0247637351574501	0.0256760040603341	0.0204722277324449	0.0265390012254533	0.0256183963883433	0.0206566506216704	0.0215827206592352	0.0259484030264867	0.0205542773925662	0.0205394931320996	0.0274782106648938	0.026546855481849	0.0213611051778753	0.0256057847098241	0.0254036433683603	0.0275770012427649	0.0234635806841945	0.0262863350221449	0.0214361160332903	0.0256984925495674	0.021365569873306	0.0248690367756321	0.0262532128731483
chr10	94986031	94986192	CYP2C9	0.0238059287623369	0.023265586467855	0.0238466953069648	0.0232349622143143	0.0238102424390427	0.0233478566957423	0.0228480391492435	0.023014884829609	0.0231747176417541	0.0231264536803579	0.0220978497925159	0.0216251777100523	0.0236705150820023	0.0263412527081766	0.0223289331079735	0.023201698299055	0.0225753794744025	0.02243430718788	0.02343054278777	0.0237300459836045	0.0218741744378607	0.0199120083579488	0.0253659566757778	0.0231508253885199	0.0234371404992312	0.0225497012901423	0.0218083981860499	0.0249126388078308	0.023689129714657	0.0265083006810427	0.022707751255	0.0232791370612278	0.0231394186380131	0.0239523615287685	0.0234196781755489
chr10	94988849	94989023	CYP2C9	0.0251136712400981	0.0247505207592193	0.0264336172545289	0.0259926521037705	0.025593948707585	0.0252281406498114	0.0248320154195847	0.0242950552988635	0.0249320861186864	0.0256256946697455	0.025813975575779	0.0259043691512055	0.026176057380488	0.0296865050961255	0.0241927085957599	0.0254965479576667	0.024837375953001	0.0248177553780806	0.0249657014756792	0.0264999682588543	0.0237502579646403	0.0204306471565138	0.0259871292280874	0.0256868161682195	0.0245846782551655	0.0243972463219505	0.0256772582591663	0.0261323902580728	0.0257569519226808	0.0298919556455975	0.0248010951458158	0.0250254557058788	0.0249296779757095	0.0255451193669248	0.0263180539032868
chr13	48037751	48037854	NUDT15	0.0493626378251413	0.049350940088441	0.0466560978991794	0.047683174000068	0.0488433594603694	0.0472739106663894	0.0476817371488975	0.049287990021947	0.0492008015034321	0.0471002395251304	0.0476762734635922	0.0479770292154883	0.0476879273630069	0.0482312978871608	0.0472144025333323	0.0453497659603277	0.0465605886419045	0.0492768258337387	0.0487570143422208	0.0468102855894135	0.04889026038858	0.0486731501825008	0.0471174991533248	0.0479536461294624	0.049368395436748	0.0431297227689338	0.0475080982897435	0.047147790838828	0.047479431192737	0.0477217796491783	0.0482211368911935	0.0477205584036575	0.0492717516073049	0.0471333208428725	0.0477162086584263
chr13	48045662	48045764	NUDT15	0.0429625034741125	0.0456501794725752	0.0453982495467919	0.0463546967979415	0.0423174583932248	0.0444920352076017	0.0453567567696195	0.0456686680070246	0.0447259607406506	0.0464477346029517	0.0470000982502246	0.0488946490843135	0.0458678990970963	0.0429065943977811	0.049563953458463	0.0464806866674694	0.0446901819011857	0.0450659296495165	0.0453396499287772	0.0463255644164999	0.0492227601404037	0.0496465352202764	0.0433004264603808	0.0460052606737544	0.0458194274852495	0.0447570600230331	0.0416280767328425	0.043510011945757	0.0463562412983202	0.0411834532839791	0.0421577709066954	0.0456776294480908	0.0452706562514944	0.0424170210267529	0.0463425283999973
chr16	31093389	31093491	VKORC1	0.0323464604319356	0.0327565458254572	0.035341910939362	0.0348065107831482	0.0324109826280521	0.030207410607634	0.0344806578243037	0.0326073130400774	0.0327218810107141	0.0312427500699329	0.0352793860146105	0.0355371778300255	0.0355078467634084	0.0378623949656227	0.0334334756514023	0.0308000310201658	0.030287582267489	0.0326943198622257	0.0320525670114118	0.0355387529531026	0.0348064701983875	0.0317044733230952	0.031669176789722	0.0313996601837913	0.0324485218628839	0.0301753794313292	0.0354580887782182	0.0307754555568697	0.0349132352552353	0.0356727597772421	0.0325817453717277	0.0343974021415351	0.0327476854987032	0.0304450760621547	0.0352183387798638
chr16	31094524	31094626	VKORC1	0.0415489793946686	0.0423885768667989	0.0424280395322146	0.0421054542415336	0.0421905743771457	0.0406741661297759	0.0420545896243688	0.0424711049465816	0.0423610884620993	0.0398997407799758	0.0423429700613961	0.0438940290744664	0.0419746585525573	0.0432265049005646	0.0412997545163274	0.0399919133332742	0.0402881550890186	0.0424236337713039	0.0408571103064483	0.042083125103206	0.044172875327049	0.0432839672183435	0.0398324942323142	0.0414748620025602	0.0424874259510954	0.0395687964694682	0.0439806511263657	0.0394444527926122	0.0422773242249337	0.0411256440381597	0.0406852068638752	0.0421514396870124	0.0424280014116313	0.0398197166237435	0.0421903533961106
chr16	31096359	31096461	UNKNOWN16	0.0314481181065415	0.0311348534399397	0.0306443055521131	0.0294250333104141	0.0316760105627368	0.029124472322413	0.0298440904660805	0.0312300652538368	0.0309154308296929	0.029960985743396	0.0306802439180214	0.031003703409979	0.0305373991305893	0.0329329445612723	0.0274931806499312	0.0296941146661857	0.0302566990950979	0.031142855445464	0.0308551738996684	0.0307349975539385	0.0294392544684457	0.0270424302672731	0.0303402387264622	0.0305868995548464	0.0312036456659755	0.0304361957353399	0.030815430238637	0.0296015513913087	0.0299966298851273	0.0333003523068074	0.0311285446123221	0.0302479389651747	0.0311640383544763	0.0304590549146831	0.0305188789139037
chr19	15879568	15879670	CYP4F2	0.0382187238598151	0.0374917646861789	0.041097477029004	0.0393469731320227	0.0384631100190275	0.0383690629845694	0.0400534164883362	0.0375927413749082	0.0371998125285783	0.0385588391308866	0.0415371963602079	0.0411389602258035	0.0411623678866153	0.0428833451251357	0.0352263035436251	0.0391182807541196	0.0380776436687491	0.0373695851240376	0.0353024408430499	0.0408357855579818	0.0363653151467673	0.0345297955560465	0.0387294985494135	0.0390871542025277	0.0370481806140673	0.038027113613	0.0404767433135783	0.0391456832702569	0.0397809205151858	0.0417617618465967	0.037631855527831	0.0391142091421333	0.0376478007574525	0.0380302884572273	0.0409859820571718
chr1	97078964	97079146	DPYD	0.0281738494297001	0.026667397955067	0.0270785917173478	0.0257636046581003	0.0281351785897422	0.026915461264842	0.0260915652994226	0.0269345542046866	0.027312132822598	0.0267600193067637	0.027012300965549	0.0257576014100098	0.0266903505178971	0.0300112025137014	0.0251352755020308	0.0267285348254486	0.0256269205021153	0.0263946255578485	0.0272659869849881	0.0272036430587362	0.024979352005024	0.0220334357723247	0.0279449253269091	0.0264464799516058	0.0270979875409635	0.0256341918569044	0.0255148282219187	0.0281487394049166	0.0262990905443484	0.0303244039068409	0.0272896669708835	0.0264863132852145	0.0265212858330333	0.0281351342891022	0.0267223808982898
chr1	97082319	97082478	DPYD	0.0232266785952652	0.0213011552784435	0.0239277840523503	0.0233523586629327	0.0230648285456729	0.0238017012145064	0.0232192596306116	0.0217952047911062	0.0218254195722244	0.0228954481579106	0.022574827218793	0.0218995195269312	0.0240073430187226	0.02498726145905	0.0213605530191463	0.0228009581022284	0.0227591731549755	0.0208606272395006	0.0219646241810878	0.0235895804585177	0.0213803721130395	0.0203763071822524	0.0252033765185083	0.022877306929632	0.0217564300363118	0.0226712614702278	0.021821159181495	0.0252949471319762	0.0232317817139791	0.0245879013357686	0.0214337460010099	0.0238697536911213	0.0216839223273224	0.0234606891431569	0.0233973140931154
chr1	97098478	97098632	DPYD	0.0264533106496542	0.0297492351174808	0.0323192986792619	0.0323378064966424	0.0262942510214673	0.0253456217479622	0.032017200808596	0.0302683890390564	0.0297945269075999	0.0281543893517771	0.0323741815735992	0.032398057135381	0.0323700291858416	0.0297008794450005	0.0359969176355126	0.0281934094159108	0.0250150568957812	0.0294943200227095	0.030532167750554	0.031787104524081	0.0359825127715734	0.0342632335278734	0.0285994055425528	0.0281739667288214	0.0303490997382615	0.024939409305152	0.0324993450603898	0.028643458718281	0.0322559967620258	0.0270927845680514	0.0293994138317494	0.0322107011949047	0.0299900284757918	0.0272391586718953	0.0321570933024893
chr1	97193059	97193291	DPYD	0.0276128840951611	0.0259986429977839	0.027415193283329	0.0265459606575196	0.027348848946575	0.0271335432309682	0.0262814999112852	0.0258993172133362	0.026238649303921	0.0270604774303435	0.0259088299856959	0.0260562966800435	0.0273192671658078	0.0292952485849078	0.0245932531413437	0.0270324417873924	0.026488490048451	0.0257845908095784	0.0263970029067401	0.0273392777787525	0.0243838482370269	0.0220947072961183	0.0282246085546082	0.0269365053042153	0.0261646541671565	0.0265037910268568	0.025993435978302	0.0283119046873806	0.0264675237851338	0.0298566024601484	0.0256184907822784	0.0270459379688876	0.0260000712578562	0.0276872230255142	0.0265346397296309
