CHR	START	STOP	GENE	PGXt6.best.score.totallist	PGXt31.best.score.totallist	PGXt13.best.score.totallist	PGXt14.best.score.totallist	PGXt24.best.score.totallist	PGXt27.best.score.totallist	PGXt2.best.score.totallist	PGXt32.best.score.totallist	PGXt37.best.score.totallist	PGXt39.best.score.totallist	PGXt4.best.score.totallist	PGXt34.best.score.totallist	PGXt15.best.score.totallist	PGXt22.best.score.totallist	PGXt21.best.score.totallist	PGXt28.best.score.totallist	PGXt18.best.score.totallist	PGXt16.best.score.totallist	PGXt38.best.score.totallist	PGXt36.best.score.totallist	PGXt10.best.score.totallist	PGXt7.best.score.totallist	PGXt25.best.score.totallist	PGXt20.best.score.totallist	PGXt40.best.score.totallist	PGXt19.best.score.totallist	PGXt30.best.score.totallist	PGXt26.best.score.totallist	PGXt12.best.score.totallist	PGXt3.best.score.totallist
chr10	94938662	94938838	CYP2C9	0.187492757045034	0.187380772586239	0.187481240380659	0.187484005914843	0.187441414855754	0.187468586833957	0.187481373689939	0.187501696288789	0.18750219277371	0.187489111348641	0.187481340471206	0.187437146429636	0.187334154378175	0.187345534941691	0.187481382143143	0.187475387213561	0.187496345087778	0.187500769222431	0.187469154234283	0.187140923221539	0.187304978100831	0.187389604412352	0.187485655409125	0.18735367143724	0.187496539871832	0.187422607399583	0.187499591059195	0.187486507507736	0.18749315034834	0.187395192385543
chr10	94941857	94941959	CYP2C9	0.187873483675752	0.187830752854226	0.187800244074307	0.187869569873478	0.187825676860522	0.18779126422712	0.187871445620282	0.187846962520481	0.187875355518186	0.187860228694828	0.187771753890834	0.187731165132833	0.187869544957391	0.187857402887886	0.187737339468545	0.187767953001652	0.187875481098231	0.187733279333736	0.187799383667211	0.187251288559083	0.187741332042047	0.187856073252719	0.18786505907465	0.187838293568214	0.187865459654153	0.187796126193105	0.187825009302296	0.187843499059866	0.187861018991131	0.187685286879749
chr10	94941963	94942065	CYP2C9	0.187465680007279	0.187441235568694	0.187376764054878	0.187459002595197	0.187385754005237	0.1874154760797	0.187466482374743	0.187393251710472	0.187467819144515	0.187455159151777	0.187397771954609	0.187293364929868	0.187453681317147	0.187445834760984	0.187401265130184	0.18739437290904	0.187466984865935	0.187368408147191	0.187363248576304	0.187052466652834	0.187381550359394	0.187426409883806	0.187446126200181	0.187440820416872	0.187449409514275	0.187438337338543	0.187416296753532	0.187443161437239	0.187460219984542	0.187359969118256
chr10	94942189	94942296	CYP2C9	0.187868174015518	0.187873545132195	0.187830067971004	0.187879096208405	0.187837183353591	0.18771760599427	0.187870572227813	0.187774154137871	0.187861721882309	0.187878675440278	0.187750688402153	0.187683690245909	0.187879054547451	0.187842697705235	0.187814247531517	0.187759636596499	0.187870950117924	0.187725802119378	0.187860607686125	0.187243280969884	0.187746193855289	0.187875264957768	0.187822858566433	0.187854851140003	0.18785893554093	0.187737367374498	0.187879118340129	0.187868031940439	0.187872548415148	0.187785726716274
chr10	94942307	94942409	CYP2C9	0.187469370022875	0.187444995990619	0.187466531406117	0.187459565616867	0.1874334652777	0.187402060070422	0.187471827929331	0.187441450864036	0.187453499232651	0.187471838793936	0.187419757273624	0.187303555224697	0.187464161559106	0.18742745489934	0.187347743188501	0.187371149264879	0.18747159867002	0.187457943646443	0.187426505092452	0.186876314859605	0.187358169243615	0.187461850276023	0.187462460735986	0.187408979817164	0.187470926907156	0.187313074526318	0.187470009580856	0.187455783279172	0.187468774595791	0.187383701083205
chr10	94947690	94947792	CYP2C9	0.196355911249864	0.196122668393497	0.196210465541842	0.196028911625707	0.19646223625221	0.196450706160671	0.19545931828462	0.196448378542346	0.196359204003288	0.196175637146243	0.196228374639776	0.194427484720498	0.196033943252991	0.193120514943208	0.196411908857838	0.196453351014026	0.196422013804847	0.196234235332976	0.196236022228964	0.195611733050136	0.196389886123001	0.196461399155107	0.196458460472586	0.196428314404901	0.196003816833914	0.196404453527286	0.196331276944191	0.196461083321897	0.19646173678818	0.196348373808831
chr10	94947868	94947970	CYP2C9	0.187742901504286	0.18773893886075	0.187809224577149	0.187770950509271	0.187800761324797	0.187761440247938	0.187565421307188	0.187807717207838	0.187798530220399	0.187779434289294	0.187798465857408	0.18725505356061	0.187805224929536	0.187805664247016	0.187798902873422	0.187673346688905	0.187804190145986	0.187632968049806	0.187802009905421	0.187576743305505	0.187783800364178	0.18780937561477	0.187808507410927	0.187776547518274	0.187763834636094	0.187806924361757	0.187606131393272	0.18767976106307	0.187809241792749	0.187741393439716
chr10	94949091	94949193	CYP2C9	0.195815457302297	0.195769555025467	0.19590274593972	0.195865165316857	0.19591981882409	0.19574966452762	0.195328848310595	0.195920729728165	0.195568584454388	0.195592630316904	0.195878589124868	0.192015575534466	0.195897427101284	0.195817659398266	0.195861140335518	0.195732426665745	0.195914352761664	0.195610957972124	0.195767712942406	0.193249136440108	0.195891903278679	0.195900769483783	0.195913473519752	0.195863209685167	0.195540545744994	0.195919883992819	0.195649110323093	0.19587292116494	0.195792880811647	0.195913757206139
chr10	94949211	94949313	CYP2C9	0.1884957382595	0.188364609138056	0.188531128626504	0.188564948245793	0.188576521749757	0.188496083638969	0.188360236716069	0.188579361315919	0.188496656485478	0.188475435616678	0.188578896847836	0.187734275692032	0.188530007995311	0.188519038388061	0.188554795585957	0.188478077983156	0.188575321986825	0.188309950703534	0.188562507961074	0.188396256509924	0.188578053367914	0.188579613738112	0.188577007314536	0.188574070088702	0.188342039259999	0.188578410710591	0.188374411574297	0.188525561576609	0.188548477021521	0.188571365211352
chr10	94972106	94972229	CYP2C9	0.187492576316223	0.187502028817697	0.187511903193989	0.187491185813912	0.187467173805274	0.187474810793575	0.187475381959121	0.187511966294408	0.187532542921905	0.187527961918797	0.187404657567719	0.187508980175567	0.187533338849493	0.187496686145633	0.187513285928852	0.187366489626078	0.187514251372068	0.187407668396907	0.187498668808461	0.187252627537297	0.187475053916924	0.187390350767358	0.187503880854669	0.187519266595386	0.187531083984441	0.187431910018014	0.187472582343599	0.18744563832872	0.187533473524672	0.187322728567165
chr10	94981098	94981200	CYP2C9	0.186777761998331	0.186681178909627	0.186758959369011	0.186773617787992	0.186781162668869	0.186732714540041	0.186770772000854	0.186757603463671	0.186781313645371	0.186781001749305	0.186747762185102	0.186763538670843	0.186751971057099	0.186753138121614	0.186720258202778	0.186710769128804	0.186771875427072	0.186717041719587	0.186745425037914	0.18664793978005	0.186741814012228	0.18673543424882	0.186705058109904	0.186763331417389	0.186727429843814	0.186707823689795	0.186770238632247	0.186754947772421	0.186770055363157	0.186723160086462
chr10	94981221	94981323	CYP2C9	0.187390053442512	0.187326433805643	0.187353310703853	0.187394629891521	0.18735891410471	0.18733172107404	0.187395936960542	0.187371806831879	0.187390107994081	0.187394817539063	0.187286981526861	0.187346490594788	0.187369608918776	0.187351557996861	0.18735402942226	0.187286394147187	0.187394370498479	0.187244650711575	0.187330161130833	0.186902086351799	0.18728734869027	0.187357365546534	0.187384324787251	0.187374522288941	0.187386516448811	0.187345427267136	0.187386039821993	0.18733845257985	0.187391140987461	0.187298773422376
chr10	94981368	94981471	CYP2C9	0.186865624853925	0.186855738979236	0.186899899746068	0.186899493605833	0.186906248676908	0.18683641830329	0.186904192151007	0.186902657246142	0.186751731348645	0.186904373690142	0.186570658969862	0.186870706003161	0.186891488867267	0.18690622843942	0.186881145855403	0.186788141101587	0.186894352105472	0.186791845969161	0.186902160607277	0.186900485699165	0.186858449987536	0.186884254420356	0.186869152422247	0.18690630072682	0.186898413393505	0.186897619124002	0.186877757696212	0.186869665652842	0.186889711736888	0.186867280664253
chr10	94986031	94986192	CYP2C9	0.187089975154198	0.187083380517545	0.18706195440557	0.187090460181116	0.187063052952915	0.187052447512927	0.187072243027231	0.187064844646336	0.187103862518629	0.18710075198476	0.187013292938021	0.187101077073603	0.187096485556518	0.187083338353918	0.187095216477098	0.186980356267231	0.187099957602107	0.187027755403043	0.187040894745204	0.186809552625189	0.187056986753037	0.187070321076503	0.187103189276879	0.187103270191787	0.187100228946879	0.186954637190753	0.187014248896368	0.187067886389828	0.187102239970998	0.186959631600945
chr10	94988849	94989023	CYP2C9	0.187290128274165	0.187316261137443	0.187293078537294	0.187339160643833	0.187304474521422	0.187255700806093	0.18733606727483	0.187303185567679	0.187340533352673	0.187342926032045	0.187231869425753	0.187274023011511	0.187332574454697	0.187273113518268	0.187294366483027	0.18732505671244	0.187342962422114	0.187314465421739	0.187269500203653	0.186842828264628	0.18724870990929	0.18734203523632	0.187294295069106	0.187203107053691	0.187329113793152	0.187283646465089	0.187322887818182	0.187339199016607	0.187340058570585	0.187263687615409
chr13	48037751	48037854	NUDT15	0.192544873428064	0.192579818440995	0.192322627915623	0.192389217883313	0.192373397897308	0.192561337034891	0.192537070270857	0.192290656831792	0.192576389264891	0.192379562185188	0.192572299805644	0.192559156028531	0.191825176759612	0.191818686678057	0.192148269320972	0.192558219274007	0.192414920729903	0.192361349390694	0.192284904469061	0.19222422180754	0.192579549231567	0.192564149436908	0.192584164630407	0.19125500155641	0.192248607124169	0.192584336585783	0.192275410711024	0.192558584665554	0.191959709779933	0.192581692336004
chr13	48045662	48045764	NUDT15	0.191537427819308	0.191606196471312	0.19149024449554	0.191374497880278	0.191664461939425	0.191610922760431	0.191372990385726	0.191640676503721	0.191664584472626	0.191667933367281	0.191482578661475	0.191052330214482	0.19165289998478	0.191666987224317	0.191632985568981	0.191458384676716	0.19152710831373	0.191667091033969	0.191570632235221	0.191668211417349	0.191602707892158	0.191506420176404	0.191649720180486	0.191647390503447	0.189599360274855	0.191647121283943	0.190746612591041	0.191510094856373	0.191399301872111	0.19164317593855
chr16	31093389	31093491	VKORC1	0.188587629039441	0.188591903582948	0.188532176093431	0.18858924239348	0.18853093793814	0.188568972203407	0.188583653892992	0.188438963815308	0.18853596310796	0.188591061155039	0.18858932956109	0.188412325577235	0.188274489653593	0.18834498241442	0.18855649219326	0.188577836813619	0.188472417162469	0.188592275505788	0.188564156797771	0.187938412317273	0.188513784359255	0.188474238972146	0.188541606946826	0.188523661111405	0.188561596467318	0.188323476225006	0.188555122942458	0.188591683266842	0.188289443072954	0.188544605914584
chr16	31094524	31094626	VKORC1	0.190589188793913	0.190723030734765	0.190745795048779	0.190710683613683	0.19059817844093	0.190746548627515	0.190722381919877	0.190316682344935	0.190712680720959	0.190690809554607	0.190641579511781	0.190682015506536	0.189948792514249	0.190338985273927	0.190455344906001	0.190731907427403	0.190379146160365	0.190666840534735	0.190677291950556	0.190442333805204	0.190740480380545	0.190726406942234	0.190749228600572	0.190279341970777	0.190714474471052	0.190623095987131	0.190317062430776	0.190733023435969	0.190211293563783	0.190691818342822
chr16	31096359	31096461	UNKNOWN16	0.188153496931157	0.188157299692284	0.188114236864361	0.188181946861301	0.187977403167697	0.188181007319827	0.188132024072163	0.187991112025682	0.188126072609818	0.188182338595119	0.188162849234722	0.18809785267039	0.187824543357613	0.187936715169389	0.18811253933356	0.188158889899557	0.188122193498319	0.188180604468763	0.188145363762145	0.187753668591992	0.188180128955415	0.188133711694272	0.188177455429344	0.188168147994957	0.188112662883325	0.187958219320586	0.18816615655783	0.188163137013771	0.188001757295088	0.188160848026059
chr19	15879568	15879670	CYP4F2	0.189142690838102	0.189209019910784	0.189186622157706	0.189233500992209	0.18913165590102	0.189217349022178	0.189125952722236	0.188962373659475	0.189235484889366	0.18920648477521	0.189216501533115	0.189080906062853	0.188848472914175	0.189120860550518	0.189135889810887	0.189185881748933	0.188781894638934	0.189200854826709	0.189091011868554	0.188705442668456	0.189007344867918	0.189111234685266	0.189123390764099	0.189118403445969	0.189141723908461	0.189128652996463	0.189227661687322	0.189235376622418	0.189165168283241	0.189147574940976
chr1	97078964	97079146	DPYD	0.187500343043777	0.187421538433118	0.187440611560525	0.187506886727736	0.187453069217438	0.187459692314574	0.187510067831619	0.187489235052809	0.187508528951011	0.187509731068726	0.187347898487907	0.187453434000557	0.187484723693663	0.187477524339556	0.187452379996585	0.187382458934578	0.187505274870462	0.187499523863529	0.187461780672057	0.187060715828969	0.187414430056872	0.187408805789355	0.187482716668955	0.187454270461951	0.187499883863158	0.187474670412642	0.187508074312396	0.187400601821628	0.187506882636947	0.187354822257192
chr1	97082319	97082478	DPYD	0.186878149424851	0.186820729071521	0.186825110333533	0.186859376015782	0.186900666961084	0.186877988230515	0.186881433089254	0.18689399514511	0.186886469425597	0.186890832167285	0.186847769380718	0.1868887255125	0.186876923287434	0.18690036438866	0.186889495445275	0.186769786448765	0.186892367971313	0.186749841070944	0.186885743663151	0.186771185916755	0.186845407035913	0.186900479513041	0.186873543905172	0.186899864309403	0.186901350714584	0.186874346456587	0.186836142283828	0.18686518494544	0.186901253877185	0.186712425777528
chr1	97098478	97098632	DPYD	0.188205247945674	0.18819338306451	0.188284120541232	0.188180737101774	0.188331748801772	0.188280079173225	0.188200916859176	0.188332870783794	0.188309109128813	0.18828389263779	0.188309531846503	0.187696188592151	0.188320684440796	0.188331076010919	0.188334021988586	0.188151131321278	0.188321101976559	0.188135110026385	0.188329313489307	0.187945202773234	0.188305665094194	0.188324416987751	0.188293574976748	0.188324532875651	0.188329782200112	0.188332947549217	0.188135470880792	0.188233516237028	0.188330843694105	0.188231459086999
chr1	97193059	97193291	DPYD	0.187429419519812	0.187382437010929	0.187359806345547	0.18739782586396	0.187427368618092	0.187368665168313	0.187415270904956	0.187423692731757	0.187434430873378	0.187433524014709	0.187332405292794	0.187390477929155	0.187429910701412	0.187408516546198	0.187396765357653	0.187352716515537	0.187433606915843	0.18733782837351	0.187400338958811	0.187095478171842	0.187322827374541	0.187380383733015	0.187405265575927	0.187401609114323	0.187430729486974	0.187346099282736	0.187329606385973	0.187382634642341	0.187434254591455	0.18715777615211
chr1	97234841	97234998	DPYD	0.187764138115956	0.18763418914247	0.187661996886136	0.187719979513242	0.187763725934338	0.187705832022946	0.187761480641541	0.187741490827342	0.187755232774127	0.187764862413015	0.187534288519847	0.187735970984661	0.187764923983371	0.187693668278625	0.187729592522333	0.187668325933545	0.187756516392475	0.187738185483381	0.187704751240139	0.187261587862368	0.187672623792212	0.187692874961121	0.187727813653174	0.187713725740666	0.18774673215486	0.187716565337177	0.187752585905339	0.187734460404922	0.187763305026764	0.187434231962768
chr1	97305248	97305410	DPYD	0.187587258499837	0.1875793735445	0.18752576938754	0.187573859427303	0.18750749140181	0.187532397730298	0.187591265509229	0.187580994041717	0.187590181593776	0.187590669289931	0.187422489589186	0.18753509901927	0.187592147378426	0.187512095548471	0.187561686225891	0.187530541882447	0.187587757007601	0.187481603756175	0.187548113431319	0.187188991723058	0.18746970515636	0.187552629445241	0.187520876744011	0.187522343871444	0.187562750158126	0.187559580329087	0.187557882337142	0.187556807496072	0.187582414298277	0.187305416563788
chr1	97306166	97306328	DPYD	0.187889588961998	0.187772529205433	0.187838484024488	0.187884007504647	0.187875446427676	0.187862778752707	0.187884395061141	0.187878926795113	0.187892699848004	0.18789141859621	0.187684015271388	0.187861892659703	0.187866987010424	0.18780906054208	0.187855224548771	0.187789388170911	0.18788871231777	0.187876715960441	0.187833157366031	0.18752149337389	0.187685161555553	0.187860132458261	0.187846633285081	0.187854842601109	0.187894071444576	0.187847824771767	0.187756962392883	0.187771346340583	0.187891941675725	0.187509068202777
chr1	97373550	97373652	DPYD	0.187200705511436	0.187038827460611	0.187172678407157	0.187174356926495	0.187122559822634	0.187112963004976	0.187201269753403	0.187201268308546	0.187198608795471	0.187198702775855	0.187160222569263	0.187197296997275	0.187176355569286	0.18719036582838	0.187178170391874	0.187055048286886	0.187198176379489	0.187200924493203	0.187139120305704	0.187002341278569	0.187056345428074	0.187150346588363	0.187186577136669	0.187174254978742	0.187194000859071	0.187076958985075	0.187102639231165	0.187196594915924	0.187201214409664	0.187026100841629
chr1	97382372	97382477	DPYD	0.205117826398071	0.205118751045717	0.205187476962389	0.205306492941306	0.2051700934439	0.205061264334543	0.204534901520796	0.205341194022911	0.204647694839696	0.204862657491567	0.205252460695095	0.198180529798271	0.205069300150847	0.205250392033478	0.20527360173317	0.205095949512328	0.205352653450899	0.204787318759325	0.204708230131602	0.200254596582193	0.205228586765537	0.205295054069772	0.205355703420964	0.205131245403031	0.204798709814487	0.205349278121174	0.205043910428567	0.205149547808558	0.205107588540272	0.205358311754654
chr1	97450047	97450223	DPYD	0.187957227846008	0.187902128723844	0.187887637732476	0.187827162581491	0.187985956341884	0.18778694207746	0.187932713745429	0.187983334417174	0.187980627660013	0.187989622401983	0.187882136961896	0.187743626688824	0.187938127550519	0.187988633896079	0.187974721204201	0.187747215310418	0.187989542552268	0.187833716932329	0.18798663192942	0.187951838739062	0.187885532585811	0.187988820473277	0.187892406132015	0.187989081257162	0.187981984166568	0.187980672843258	0.187704969091559	0.187989490235311	0.187986791070476	0.187657329253033
chr1	97515715	97515980	DPYD	0.187725875842113	0.187583040358779	0.187675847523952	0.187681534754738	0.18776378633975	0.18768482017101	0.187673254792622	0.187770856837441	0.187689570193064	0.187766771092624	0.187657011097201	0.187530037015825	0.187758725298609	0.187779268811911	0.187779667909564	0.187635235591345	0.187777798577588	0.187697696393857	0.187751912688775	0.187776111969164	0.18775128256064	0.187760237736601	0.187675961333403	0.187775565942986	0.187769172579732	0.187777838941929	0.187540855269988	0.187730411915937	0.187779531216815	0.187525781483737
chr1	97549548	97549766	DPYD	0.187400442348768	0.187343011072946	0.187392715291623	0.187302657357781	0.187414369257544	0.187275991266624	0.187387739552869	0.187414159677173	0.18740639276579	0.187407887046186	0.187308471385402	0.187186562229818	0.18741448357248	0.187408760806296	0.187411779375006	0.18727430969308	0.187402192807057	0.187337689350127	0.187376548386631	0.187391810586625	0.187322931563105	0.187388560805159	0.187327251765487	0.187413274323621	0.187414517530664	0.187349221159939	0.187300066025415	0.187323455475325	0.187405502634989	0.187162398279255
chr1	97573748	97573985	DPYD	0.187590264764614	0.187599892687025	0.187609117366603	0.187500696297804	0.187653273204446	0.187573695891134	0.1875733612051	0.187652725780976	0.187635521322181	0.18765546614198	0.18749494363912	0.187625354868088	0.187496516587971	0.187638237932598	0.187656420888231	0.187533426131634	0.187577826762807	0.187403852763367	0.187641843576423	0.187564515417388	0.187654963327719	0.187641775499375	0.187633424300366	0.187654265652494	0.18764701528152	0.187628620444482	0.187505996972838	0.187537359102112	0.187649975747602	0.187443027391737
chr1	97593206	97593387	DPYD	0.187578403699878	0.187551973237995	0.187602544145189	0.187561175380648	0.187611986175479	0.187491824066456	0.187596363806059	0.187567750125355	0.187582173388437	0.187585647471514	0.187591383546191	0.187574731343326	0.187623768993948	0.187559431192211	0.18757689531947	0.187488213797495	0.18762597445639	0.187480247664824	0.187607309441284	0.187414353343756	0.187567626173274	0.187610931425531	0.187554614826147	0.187624084845854	0.18762450560114	0.18758235590325	0.187601204669838	0.187508961551977	0.18759934486899	0.187281938741839
chr1	97595047	97595175	DPYD	0.18796203282938	0.187898408013712	0.187944272016331	0.187783673736721	0.187990251565271	0.187899075796129	0.187952881666077	0.187985675426027	0.18797405665174	0.187983886712574	0.187931063851099	0.187352517569585	0.187945593248328	0.187966463417909	0.187976815581759	0.187872852834863	0.187990543096524	0.187939455026122	0.187957347106179	0.187862602016709	0.18791728419161	0.187985244165924	0.187903567581181	0.187974887131499	0.187979448379591	0.187978479518816	0.18767355813019	0.187928046237886	0.187979057774421	0.187865660993455
