CHR	START	STOP	GENE	PGXt4.aligned.only.best.score.totallist	PGXt2.aligned.only.best.score.totallist	PGXt12.aligned.only.best.score.totallist	PGXt8.aligned.only.best.score.totallist	PGXt40.aligned.only.best.score.totallist	PGXt10.aligned.only.best.score.totallist	PGXt17.aligned.only.best.score.totallist	PGXt30.aligned.only.best.score.totallist	PGXt18.aligned.only.best.score.totallist	PGXt19.aligned.only.best.score.totallist	PGXt5.aligned.only.best.score.totallist	PGXt25.aligned.only.best.score.totallist	PGXt39.aligned.only.best.score.totallist	PGXt34.aligned.only.best.score.totallist	PGXt24.aligned.only.best.score.totallist	PGXt35.aligned.only.best.score.totallist	PGXt26.aligned.only.best.score.totallist	PGXt7.aligned.only.best.score.totallist	PGXt38.aligned.only.best.score.totallist	PGXt13.aligned.only.best.score.totallist	PGXt36.aligned.only.best.score.totallist	PGXt16.aligned.only.best.score.totallist	PGXt21.aligned.only.best.score.totallist	PGXt28.aligned.only.best.score.totallist	PGXt22.aligned.only.best.score.totallist	PGXt9.aligned.only.best.score.totallist	PGXt27.aligned.only.best.score.totallist	PGXt31.aligned.only.best.score.totallist	PGXt20.aligned.only.best.score.totallist	PGXt14.aligned.only.best.score.totallist	PGXt37.aligned.only.best.score.totallist	PGXt6.aligned.only.best.score.totallist	PGXt32.aligned.only.best.score.totallist	PGXt3.aligned.only.best.score.totallist	PGXt15.aligned.only.best.score.totallist
chr10	94842931	94843033	CYP2C19	0.0257884209007745	0.0289914197969262	0.0261502451811548	0.0246439497333151	0.0254293622906462	0.0273417695693205	0.0253938586060918	0.0270917839437105	0.0246204956450636	0.0271930247638528	0.0255796824459237	0.0260573900619593	0.0253844212730523	0.0280641610615369	0.0258218840246973	0.0289978042956364	0.0272049153198394	0.0264776371588519	0.0236085929127527	0.0257305861824329	0.0277601838509482	0.0258755792527665	0.0260735318493548	0.0284703618144324	0.0263796255928314	0.0246097258249078	0.0289745221555766	0.0288705720426845	0.0245039764409562	0.0274532743446218	0.0259367070929485	0.0261602519520835	0.0256905275294707	0.026004412643852	0.0238289352725124
chr10	94849952	94850054	CYP2C19	0.0207713136671128	0.0301883462840505	0.0221512081388454	0.0208874507207584	0.0194962912757133	0.0212260630323473	0.0204360968183622	0.0263403684492463	0.0211244754207294	0.0217787253796248	0.0207864469153586	0.0221373540409283	0.0194734560723988	0.0231223578478534	0.0202397814607284	0.0232134100340301	0.0266222765064095	0.0201229391551196	0.0202979371975794	0.0211372126107115	0.0257754918251981	0.0211496986675882	0.0206213105525973	0.030255357656701	0.0201504805215603	0.0199520598080077	0.030251492702471	0.0302092009967045	0.0210561884651346	0.0261353576211238	0.0190452689142976	0.0220105264059983	0.0203101660917049	0.0210268251642123	0.0202372994707621
chr10	94852639	94852767	CYP2C19	0.025661242753274	0.0290763523697993	0.0272614754604222	0.0252587997688108	0.0256576907750401	0.0252742461223056	0.0243479606822021	0.0279286356889366	0.0270800501065969	0.0255603581165721	0.0246645506947326	0.0272860231655722	0.0256200130063574	0.0295458369590547	0.0255734274623446	0.0298825562105936	0.0276319858322341	0.0256561318776869	0.0254011177977017	0.0257800739390223	0.0291066740504148	0.0255555677313789	0.0251646643336801	0.029000153510481	0.0254537820032673	0.0244656016057215	0.029013706148314	0.0289999297756892	0.0249615061055894	0.0279021835194516	0.0254455866870904	0.0273181173071174	0.0253978744409207	0.0255816399717923	0.0256197824381134
chr10	94852900	94853002	CYP2C19	0.0239927071173322	0.0285588630231736	0.0256946361408553	0.0233446117319999	0.0243660661317709	0.0248647324919955	0.0232592982893775	0.027983155865822	0.0258207803720472	0.0249750115937559	0.0231328996786046	0.0254566197411571	0.0244930436143185	0.0275669426277621	0.0254569503168433	0.0275458626406353	0.0281956286369511	0.0251845261764661	0.0242334318802588	0.0240872766358434	0.0284002420696746	0.0240922146411385	0.0260873428204778	0.028280966227657	0.0250842174223885	0.0231105644960235	0.0282161456558796	0.0281578020509477	0.0252812786056667	0.0284884143342872	0.0242011764081661	0.0258465548677934	0.0253148679303942	0.0238705743381431	0.0240123023251946
chr10	94938662	94938838	CYP2C9	0.0273121050188996	0.0292653667139413	0.0258061845238771	0.0252263843456327	0.0265066510791249	0.0264321424887343	0.0268359905689201	0.0276080243996771	0.0258279778102462	0.0269619547044133	0.0262169322429793	0.0257777575901928	0.0265045341447354	0.0293589961712777	0.0268013319824415	0.0293770067308582	0.0275606843440694	0.0259690327596048	0.0243287147295049	0.0273134220117532	0.0314468119258791	0.0270985891199346	0.0266339155308748	0.0291812956473226	0.0257836038528034	0.0261691286229404	0.0292188375478502	0.0288906097415101	0.0258915204267536	0.0275967541542389	0.0270358045427532	0.0258710009604893	0.02681653043363	0.0271038971578432	0.0236049110546439
chr10	94941857	94941959	CYP2C9	0.027939624768425	0.0320529534892673	0.0296646205510537	0.0279204961493416	0.0276650519517518	0.0282060304851056	0.0268553380816266	0.0313148873001725	0.0299568907121514	0.0284970023458075	0.0277403825392049	0.0297014403064143	0.0273456976355406	0.0314999859792808	0.0273607220960552	0.0321526898377738	0.0313101554422257	0.0280927763825658	0.0289930524026069	0.0280680441625618	0.0303480604970759	0.0276863378075413	0.0263596783324984	0.0316327936438988	0.0280500399551831	0.0278780109666181	0.0317544032525724	0.0319647628068097	0.0257967589639882	0.0315259364658365	0.0281724529763608	0.0297667788837925	0.0273958366645195	0.0276204919360084	0.0293982667853592
chr10	94941963	94942065	CYP2C9	0.0271162674091706	0.0298323389533929	0.0264440878650364	0.0265383506197546	0.0262849601360583	0.0271227885214803	0.025857505583785	0.0284460014215888	0.0264491696209563	0.0273315912644523	0.0266717334774911	0.0263097441955801	0.0260703587210782	0.0287453402853176	0.0256878536317407	0.0297705739314172	0.0285082710832694	0.0263794565621173	0.0253935868268726	0.0269989053738498	0.0306484188210315	0.0269003809038575	0.024698277023343	0.0294845273868777	0.0264350959642319	0.0266420547579439	0.0296908163814971	0.0297481974598947	0.0239455519468314	0.0285647575426055	0.0264836207503277	0.0264294636359316	0.0257020915213356	0.0269592157382777	0.0258439599122338
chr10	94942189	94942296	CYP2C9	0.0303595066715366	0.0326156519182734	0.0287543742049617	0.0304446118036571	0.0277075626334312	0.029371016325481	0.0293604309241638	0.031610200745013	0.0287397209255409	0.0292257706866608	0.0304424289754406	0.0283970426789685	0.0279575323379936	0.0330832837986221	0.0257084053697611	0.0328356928253253	0.0315736040279148	0.0269420714500379	0.0296219039991169	0.0306312459136856	0.0346232176728617	0.0299435881822424	0.0248615966390917	0.0321824049371198	0.026869972770906	0.0304500841899598	0.0320769010911522	0.0326481181220774	0.0239017438985263	0.0316130178441712	0.0288036383701839	0.0286935046355438	0.0254965571874245	0.0304586680982679	0.02969277850806
chr10	94942307	94942409	CYP2C9	0.0265773553230614	0.0291570878951297	0.0249209702862213	0.0262968523072635	0.0244961502228736	0.0261995199674176	0.0245812834537943	0.0277675089643417	0.0246457481527183	0.0259132850308438	0.0260812825787002	0.0248646806186843	0.0245916386159945	0.0292018088813028	0.023858152625948	0.0294220773244839	0.0277282546217595	0.0244123590495387	0.0240514875020945	0.0266283715713526	0.0298493755931817	0.0266300427981249	0.0230433179140356	0.0288595376820929	0.0243118718068243	0.0258576463970921	0.0289610471352268	0.0290817170059065	0.0221191149502802	0.0276956039622804	0.0253694540836965	0.0249636704998682	0.0239614070085741	0.0263680893284746	0.0243081082952267
chr10	94947690	94947792	CYP2C9	0.0618300926855583	0.0610787115705845	0.0632667542229532	0.0629207370804104	0.0624855780113718	0.0564426174596968	0.0627773173660601	0.0614050794931099	0.0629829656408647	0.0564185353337362	0.062889147923723	0.0632578794618121	0.0628083214315948	0.0575901031421804	0.0581787869530119	0.0566725260473165	0.0615354286787701	0.056856763724106	0.0690525098876185	0.0619915166748256	0.0682217616825936	0.0619002902475907	0.0512807714206889	0.0632176960018579	0.0455687380245577	0.0629126106322163	0.063036101320626	0.0625098962434451	0.0544563380599553	0.0607498392747991	0.0626226467885273	0.0629184001426462	0.0580582084231491	0.0623738514689756	0.0679134371614307
chr10	94947868	94947970	CYP2C9	0.0288814378461942	0.0327836153979122	0.0267115014846068	0.0288245597571192	0.0275973373463149	0.0260511733387376	0.0287903179725007	0.0304049151582358	0.0267787518539255	0.0261700097532075	0.0287751558697822	0.0267105153418592	0.0276257354511749	0.0269252352341615	0.0234449221511911	0.0249601772916907	0.030615081794397	0.0241196602366163	0.0312173272002076	0.0287893696976941	0.0301025067558079	0.0283306236948086	0.0212722492253824	0.0331476350795506	0.0241003516477995	0.028832648597231	0.033411034494379	0.0334034395684562	0.021788875520899	0.0310317380312887	0.0273775254344377	0.0263333691333022	0.0234463446847893	0.0287164792127954	0.0312043226099136
chr10	94949091	94949193	CYP2C9	0.0589538502828003	0.0541002426965547	0.0571028213382484	0.0592454568351592	0.0591439191832274	0.0469772509064123	0.0591641963016715	0.0538324379801322	0.0573905456966943	0.0471168660849541	0.0592374306689245	0.0573483727184958	0.0593436792310443	0.0549505586520916	0.0474737383876302	0.0529059983137911	0.0543241590236256	0.0475499562795186	0.0686185663735896	0.0592459384281419	0.0664027012487357	0.0586295382534832	0.0323516937610639	0.0551974497426343	0.0470576332316423	0.059195642691325	0.0552158077244575	0.0552692653400553	0.0343475983832931	0.0543021682273224	0.0590555091007707	0.0569608812516257	0.0474752489580319	0.0590959759921072	0.0688353300678952
chr10	94949211	94949313	CYP2C9	0.0340427023635107	0.0351379434507183	0.0313178655428909	0.0338513065406817	0.0340134346054778	0.029557260012167	0.0339174769419825	0.0328960412612097	0.0318912357170763	0.0296418592851338	0.033790591288447	0.0314419357897076	0.0346177588961708	0.0309292050960866	0.0307849218998605	0.0287805318018326	0.0335113517312498	0.0299141974715606	0.0370444656300441	0.0341491826681335	0.0364406690382748	0.0334520235837503	0.0268735649163969	0.035630808053673	0.029435334101515	0.0340583003407662	0.0356004787838672	0.0351768729462479	0.0279634902954231	0.0336095219676158	0.0337987440956709	0.0309197811370653	0.0308227651071812	0.0341608571758593	0.0369459722152265
chr10	94972106	94972229	CYP2C9	0.0263039792220338	0.0298640098046728	0.0272597612304078	0.0258373149488543	0.0253627320662562	0.0281426388484801	0.0261210191113582	0.0298863566797992	0.0265843173622943	0.0279406713833291	0.0264528208350858	0.0270306352926175	0.0252542924543212	0.028419984120215	0.0253267066862111	0.0286696526929481	0.0296021706013467	0.0262393274941111	0.0257400734117162	0.026743758521298	0.029514019463054	0.0263495527718887	0.026785758974096	0.0294335846561469	0.0267804288205724	0.0259939189805527	0.0298533901479506	0.0300495759226377	0.0260207251341035	0.0299106043301074	0.0264199097630603	0.0268546435845945	0.025580426483874	0.02586882279748	0.025979423970313
chr10	94981098	94981200	CYP2C9	0.0239493945960331	0.0273727056650591	0.0211441830346526	0.0235144198261843	0.0214198508632345	0.024991586365103	0.0230783950308719	0.0254437553155427	0.02129827957351	0.0249883755281503	0.0230628434266683	0.0204603820807259	0.0216252923773349	0.0248767114691124	0.0228319826290694	0.0249106430070234	0.0253780681531996	0.0226328499335878	0.0192331202187967	0.0240044929953388	0.0238887989724685	0.0239189813869643	0.023590852156137	0.0271376809056678	0.0225988508997454	0.0231652146605554	0.0273055275952797	0.02708001749463	0.0231116760843889	0.0254430820092456	0.0224776028995088	0.0212156236917077	0.0227635202587991	0.0239122453139383	0.0194079568609572
chr10	94981221	94981323	CYP2C9	0.025727810514741	0.0304035088392904	0.0257547490307392	0.0252979284487174	0.0245531871946383	0.0266266602693775	0.0245177879072849	0.0285589108254179	0.0264217140726617	0.0268855117676554	0.0251613401824329	0.0256825655692892	0.0244274126276932	0.0295683001359045	0.0252515608562395	0.0296933243537426	0.0284029894291221	0.0253391391579653	0.0245560763170211	0.0260448345708772	0.0292943319357078	0.0255226606671889	0.0259457791219246	0.029998746365086	0.0252507938243083	0.0256555045928174	0.0301573191034415	0.0300406821736297	0.0247579605592498	0.028577739141671	0.0254170673122728	0.0257504295021697	0.0253098974180198	0.0258830257529865	0.0248666880550734
chr10	94981368	94981471	CYP2C9	0.0259056253819715	0.0296670970699253	0.0225568035047047	0.0266493831910886	0.0266289662352057	0.0286423376185875	0.0266919374938027	0.0273096896410042	0.0259946352137283	0.0287542337737188	0.0237688798359382	0.0222291951043556	0.0264288256671674	0.0267607418006281	0.027349262485788	0.0271723416445292	0.027336677866103	0.027899784973814	0.0215621285425214	0.02728632736406	0.0264257195246001	0.0270500202505177	0.0283837111676352	0.029111546653535	0.0279628642985916	0.0267616996858203	0.0293824893664653	0.0294639413977898	0.0271813817326496	0.0274640908967517	0.0265737363113649	0.0222148259940812	0.0273785194023092	0.027225834941895	0.0214646574780827
chr10	94986031	94986192	CYP2C9	0.0249217380472482	0.0303846493117246	0.0248226656709302	0.0245892608350344	0.0224077991532855	0.0267631072862565	0.0241671927098779	0.0288704323935941	0.0240890220684402	0.0263559887424437	0.0249326821729404	0.0248389627638615	0.0222579839083856	0.0280486002731445	0.0227429167891556	0.0282097440465136	0.0289774550928962	0.0239421196061917	0.0231394214814817	0.0251292894988171	0.0263175624081349	0.0249808452101694	0.0242507499311968	0.0299722935812424	0.0239854205404236	0.0244444679457472	0.0303218383548109	0.030433748607355	0.023278168197011	0.0290710039049667	0.0231552322024763	0.0246557355754858	0.0226516624216703	0.0245858627851311	0.0237232832243761
chr10	94988849	94989023	CYP2C9	0.0270206831782218	0.0289521818478116	0.0253029584337726	0.0257661710993048	0.0264030314495602	0.0267018803701283	0.025587624662549	0.0276402852034232	0.0256489069562949	0.0269437932865443	0.0265616515336351	0.025027582789019	0.0265748051631077	0.0305628859972331	0.0263349850647116	0.0306130827982478	0.0276421754687551	0.0263811967920678	0.0242026419922532	0.0272444004711761	0.028709810633725	0.0273262094310956	0.0260081474335804	0.0290273384480668	0.0261950423321384	0.0267783631827594	0.0286618881694182	0.0290299055814791	0.0251765093999197	0.0276281434787703	0.0266021426884662	0.0248162418737382	0.0262846529371727	0.0271513317665488	0.0245557845105736
chr13	48037751	48037854	NUDT15	0.0488798123134414	0.0579310627632304	0.0489615176195548	0.0495449467627214	0.0489026132933113	0.0492640937943789	0.0495196611004833	0.0555884346545836	0.0511037545913014	0.0492340297664099	0.0493747339291635	0.0514965598835019	0.0493007416305265	0.0502378850969411	0.0498830072064792	0.0499616766343207	0.0566581745311889	0.0502222756581648	0.0505270554403287	0.0482754809598477	0.0525977814701639	0.0485310978995569	0.0483146759822045	0.0579517619730209	0.0481878217414828	0.0495334091352138	0.0578991745334214	0.0575864783115837	0.04582860220592	0.056332060738204	0.0495725974364166	0.0515418741043091	0.0497717421224004	0.0495452179337707	0.0485421456900699
chr13	48045662	48045764	NUDT15	0.0479084015522088	0.0529883793511355	0.0462863715957985	0.047661517034365	0.0434997883248802	0.0449532072864196	0.0473551319818034	0.0478047418777454	0.046959559847957	0.0451940425000597	0.0483449147377763	0.0473479635407523	0.0507989930483806	0.0447253634637534	0.0470982651344036	0.0426970484469286	0.0514348708071461	0.0474549504016102	0.051200535921618	0.0473056157202939	0.0532797534774044	0.0483128614043917	0.0458672203632648	0.0531272307778178	0.048098315550223	0.0483381372993164	0.0529230954376977	0.0530447248807733	0.0462174759660043	0.0510607408911195	0.0490430667186629	0.046851759584203	0.0471461591385731	0.04834099644583	0.0515501501914096
chr16	31093389	31093491	VKORC1	0.0366076906276636	0.03273018223512	0.0310261438467314	0.0352534484506245	0.0364900992121386	0.0333623621005559	0.0354360341248746	0.0319683759029751	0.0321902756902916	0.032154196264346	0.0360637906326652	0.03288453824961	0.0365448622653082	0.0386680215135249	0.0330516253480783	0.0365750725398095	0.032126366771674	0.032851764924426	0.0349279535787064	0.0364530401692578	0.0379939972904972	0.0365882483388281	0.0321846072744601	0.0327266273007811	0.0322388181020048	0.0358804362946269	0.0327002846782116	0.0328263547954398	0.0320700077832038	0.0321152346222787	0.0363367283135067	0.0332087050997531	0.032877597988828	0.0363051535355364	0.033269266270806
chr16	31094524	31094626	VKORC1	0.0430390295031518	0.0443800288943879	0.0412622834840836	0.0432793413329324	0.0450040434864087	0.0416970984246437	0.04316935390144	0.0421306786828591	0.0417643435249343	0.0412933404368182	0.0433865675419051	0.0437909225873013	0.0449429695668773	0.0443955263151126	0.0427950883513919	0.0428233337289965	0.0438708659374402	0.0432299461429221	0.0447015356521466	0.0436058215656829	0.0464587613287945	0.0432373709963704	0.0420381387989983	0.0442989829261406	0.0417202236406963	0.0431773102746846	0.0444375235879351	0.0443666282206674	0.0411861603516784	0.0438007998395959	0.0434936810809423	0.0432923991412901	0.0419265857054081	0.0433194630327077	0.04115224896935
chr16	31096359	31096461	UNKNOWN16	0.0321731817185575	0.0319720011109765	0.0314683411704501	0.0319215404020307	0.0325373491355715	0.0321157159478199	0.0313899585563222	0.0313050277276291	0.0315940682996387	0.0313431302928709	0.0315565633082164	0.0325243108031883	0.032760115716207	0.0346553262217941	0.0315547721562843	0.0348274949366758	0.0312925897949957	0.032323033068869	0.0306326912725637	0.0323536665565549	0.030524288622169	0.0323661570692281	0.0319203998794504	0.0319821432931714	0.0315470341542719	0.0309386555060122	0.0321259759498826	0.0319298914762641	0.0324736602907644	0.0313960551382446	0.0322723096715427	0.0324641405611986	0.0319405428909371	0.0320023937093522	0.0282161765577855
chr19	15879568	15879670	CYP4F2	0.0413142613059806	0.0377663896912161	0.0371517553611833	0.0391989469994276	0.040667070574183	0.039547393051539	0.0401369163663857	0.0362680283031583	0.034584887582821	0.0399567739917612	0.0396955788024594	0.0368826313097228	0.0412867444573844	0.0429102511174056	0.0400651094834677	0.0420272091305412	0.0362717833058898	0.0399417272482528	0.0356699879468216	0.0412461018950862	0.0402232159525418	0.0409406681346385	0.0397560200079248	0.038502938870796	0.039795202034393	0.0393925891432029	0.0384522307571437	0.0384703888105472	0.0394490619334536	0.0362703366312263	0.0416623546465908	0.0371528061138695	0.0395848305718109	0.0411425147086982	0.0343662530757263
chr1	97078964	97079146	DPYD	0.0279552524153459	0.0306357008771672	0.0284875503585171	0.0277069285416683	0.0265524655272624	0.0291652098115644	0.0273962745149575	0.0291037338841473	0.0278662829961728	0.02935772487304	0.0275202493318281	0.028307367945396	0.0268273772879672	0.0316260493612531	0.0271991001332925	0.0318997023898838	0.0283946327765554	0.0275154881953325	0.0261744708319106	0.0283379367932379	0.0298066463473121	0.02847155216431	0.0278127752564038	0.0301299665514927	0.0278380079896844	0.0269952472806546	0.030469139817073	0.0304074057143396	0.0266030643377352	0.029107275291994	0.0281990182899484	0.0285273048547031	0.0273144906070875	0.0278786559565967	0.0263539649550296
chr1	97082319	97082478	DPYD	0.0251994789741551	0.0292768310010226	0.0229986422910456	0.0250650220348529	0.0230096364062799	0.0264237361757098	0.0243834462422301	0.0281366535495144	0.0232816700331621	0.0265089240579924	0.0242790332642874	0.0227192762325693	0.0230977603244302	0.0266181192761826	0.0236284451524865	0.0262073233909877	0.0283604285645193	0.0240397853751024	0.0222705423713385	0.0251619229460653	0.0244459782513792	0.0249488322376452	0.0250289577945472	0.0288424773333256	0.0239059243524725	0.0245105648068589	0.029261470327882	0.0290440005838644	0.0237631219656665	0.028340104470232	0.0236617423152101	0.022819644187736	0.0236357557248139	0.0244892312597748	0.0222100084647226
chr1	97098478	97098632	DPYD	0.0319355505579496	0.0367737156431773	0.0304035206907002	0.0317220895011343	0.0322289176463864	0.0286357569852608	0.0314857763142617	0.0331242345026755	0.0305513778490996	0.0287014970200172	0.0317596075254308	0.0301477991284069	0.0321089274502944	0.0291329800592021	0.028415588085006	0.0270476781229697	0.0335514533137674	0.0284620833028221	0.0352201362378307	0.0318791612265941	0.0331698108003585	0.0313374115153934	0.0259499624303624	0.0366887861816977	0.0284824526952226	0.0318551259737904	0.0369433682161641	0.0367172153353376	0.0256784039922042	0.0333318967058977	0.0319320869580264	0.029675248206023	0.0283720913249351	0.0317301940373446	0.0352184239900294
